"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag"
2034,18.8234534625932,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2035,16.1827646152287,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2036,13.6416445116445,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2037,11.1931684196816,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2038,8.83112045855733,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2039,6.54981433726475,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2040,4.34403916909223,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2041,3.8371398088746,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2042,3.3517016654204,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2043,2.88636767029619,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2044,2.43994359888361,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2045,2.01130727735806,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2046,1.59942922652065,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2047,1.20333040253749,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2048,0.822130516922109,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2049,0.455005077660513,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2050,0.101179508976237,"IPCC_normative","SDS","Europe and Eurasia","Combined",2
2020,31.7924041931603,"Burger","-","Germany","Combined",0
2021,29.8287386814688,"Burger","-","Germany","Combined",0
2022,27.5319572211746,"Burger","-","Germany","Combined",0
2023,25.3121416429326,"Burger","-","Germany","Combined",0
2024,23.1649505456757,"Burger","-","Germany","Combined",0
2025,21.0863387277184,"Burger","-","Germany","Combined",0
2026,19.0725830590724,"Burger","-","Germany","Combined",0
2027,17.1201984507446,"Burger","-","Germany","Combined",0
2028,15.2259679340956,"Burger","-","Germany","Combined",0
2029,13.3868828621853,"Burger","-","Germany","Combined",0
2030,11.6001416564925,"Burger","-","Germany","Combined",0
2031,10.4989946581109,"Burger","-","Germany","Combined",0
2032,9.4295844876996,"Burger","-","Germany","Combined",0
2033,8.38995062728324,"Burger","-","Germany","Combined",0
2034,7.37829078165321,"Burger","-","Germany","Combined",0
2035,6.39292568616113,"Burger","-","Germany","Combined",0
2036,5.43236671790009,"Burger","-","Germany","Combined",0
2037,4.49517641355194,"Burger","-","Germany","Combined",0
2038,3.58004594949384,"Burger","-","Germany","Combined",0
2039,2.68576244921465,"Burger","-","Germany","Combined",0
2040,1.81120035016914,"Burger","-","Germany","Combined",0
2041,1.61481913729683,"Burger","-","Germany","Combined",0
2042,1.42485844616902,"Burger","-","Germany","Combined",0
2043,1.24098422159605,"Burger","-","Germany","Combined",0
2044,1.06289670124995,"Burger","-","Germany","Combined",0
2045,0.890311637424515,"Burger","-","Germany","Combined",0
2046,0.722964908463089,"Burger","-","Germany","Combined",0
2047,0.560603398991143,"Burger","-","Germany","Combined",0
2048,0.402995856261334,"Burger","-","Germany","Combined",0
2049,0.249923706371364,"Burger","-","Germany","Combined",0
2050,0.101179508976237,"Burger","-","Germany","Combined",0
2020,31.7924041931603,"Burger","-","Germany","Combined",1
2021,29.8287386814688,"Burger","-","Germany","Combined",1
2022,27.5319572211746,"Burger","-","Germany","Combined",1
2023,25.3121416429326,"Burger","-","Germany","Combined",1
2024,23.1649505456757,"Burger","-","Germany","Combined",1
2025,21.0863387277184,"Burger","-","Germany","Combined",1
2026,19.0725830590724,"Burger","-","Germany","Combined",1
2027,17.1201984507446,"Burger","-","Germany","Combined",1
2028,15.2259679340956,"Burger","-","Germany","Combined",1
2029,13.3868828621853,"Burger","-","Germany","Combined",1
2030,11.6001416564925,"Burger","-","Germany","Combined",1
2031,10.4989946581109,"Burger","-","Germany","Combined",1
2032,9.4295844876996,"Burger","-","Germany","Combined",1
2033,8.38995062728324,"Burger","-","Germany","Combined",1
2034,7.37829078165321,"Burger","-","Germany","Combined",1
2035,6.39292568616113,"Burger","-","Germany","Combined",1
2036,5.43236671790009,"Burger","-","Germany","Combined",1
2037,4.49517641355194,"Burger","-","Germany","Combined",1
2038,3.58004594949384,"Burger","-","Germany","Combined",1
2039,2.68576244921465,"Burger","-","Germany","Combined",1
2040,1.81120035016914,"Burger","-","Germany","Combined",1
2041,1.61481913729683,"Burger","-","Germany","Combined",1
2042,1.42485844616902,"Burger","-","Germany","Combined",1
2043,1.24098422159605,"Burger","-","Germany","Combined",1
2044,1.06289670124995,"Burger","-","Germany","Combined",1
2045,0.890311637424515,"Burger","-","Germany","Combined",1
2046,0.722964908463089,"Burger","-","Germany","Combined",1
2047,0.560603398991143,"Burger","-","Germany","Combined",1
2048,0.402995856261334,"Burger","-","Germany","Combined",1
2049,0.249923706371364,"Burger","-","Germany","Combined",1
2050,0.101179508976237,"Burger","-","Germany","Combined",1
2020,52.9891907005305,"Burger","-","Germany","Combined",2
2021,48.3311550027147,"Burger","-","Germany","Combined",2
2022,43.8007413316129,"Burger","-","Germany","Combined",2
2023,39.5537389684159,"Burger","-","Germany","Combined",2
2024,35.5679929749915,"Burger","-","Germany","Combined",2
2025,31.8233952763194,"Burger","-","Germany","Combined",2
2026,28.3017406002961,"Burger","-","Germany","Combined",2
2027,24.9864374853349,"Burger","-","Germany","Combined",2
2028,21.8624127489882,"Burger","-","Germany","Combined",2
2029,18.9158989391962,"Burger","-","Germany","Combined",2
2030,16.1343242478306,"Burger","-","Germany","Combined",2
2031,14.3093151627661,"Burger","-","Germany","Combined",2
2032,12.5990685482779,"Burger","-","Germany","Combined",2
2033,10.9941089698792,"Burger","-","Germany","Combined",2
2034,9.48591437868859,"Burger","-","Germany","Combined",2
2035,8.06675443703527,"Burger","-","Germany","Combined",2
2036,6.72979854858392,"Burger","-","Germany","Combined",2
2037,5.46870900214238,"Burger","-","Germany","Combined",2
2038,4.27779247943516,"Burger","-","Germany","Combined",2
2039,3.15187696198685,"Burger","-","Germany","Combined",2
2040,2.08625563807793,"Burger","-","Germany","Combined",2
2041,1.83009945274245,"Burger","-","Germany","Combined",2
2042,1.58932438697816,"Burger","-","Germany","Combined",2
2043,1.36280306728665,"Burger","-","Germany","Combined",2
2044,1.14953119817073,"Burger","-","Germany","Combined",2
2045,0.948580577632691,"Burger","-","Germany","Combined",2
2046,0.759103971238421,"Burger","-","Germany","Combined",2
2047,0.580312384456896,"Burger","-","Germany","Combined",2
2048,0.411492710664553,"Burger","-","Germany","Combined",2
2049,0.251985467645463,"Burger","-","Germany","Combined",2
2050,0.101179508976237,"Burger","-","Germany","Combined",2
2020,11.7259156359659,"Yu","-","India","Combined",0
2021,11.1392727662908,"Yu","-","India","Combined",0
2022,10.4973215766437,"Yu","-","India","Combined",0
2023,9.84237410320789,"Yu","-","India","Combined",0
2024,9.17678101556915,"Yu","-","India","Combined",0
2025,8.50259223204385,"Yu","-","India","Combined",0
2026,7.82161531052005,"Yu","-","India","Combined",0
2027,7.13542427898318,"Yu","-","India","Combined",0
2028,6.44540865264379,"Yu","-","India","Combined",0
2029,5.75278152587697,"Yu","-","India","Combined",0
2030,5.0586074415893,"Yu","-","India","Combined",0
2031,4.61920457767965,"Yu","-","India","Combined",0
2032,4.18488560694455,"Yu","-","India","Combined",0
2033,3.75562744398957,"Yu","-","India","Combined",0
2034,3.33138585868641,"Yu","-","India","Combined",0
2035,2.9120824671176,"Yu","-","India","Combined",0
2036,2.49768043298664,"Yu","-","India","Combined",0
2037,2.0880748357211,"Yu","-","India","Combined",0
2038,1.68317315555977,"Yu","-","India","Combined",0
2039,1.28287698076232,"Yu","-","India","Combined",0
2040,0.887083658130474,"Yu","-","India","Combined",0
2041,0.800412946849865,"Yu","-","India","Combined",0
2042,0.715687264238498,"Yu","-","India","Combined",0
2043,0.632842459722101,"Yu","-","India","Combined",0
2044,0.551826719954637,"Yu","-","India","Combined",0
2045,0.47258546425593,"Yu","-","India","Combined",0
2046,0.395066987391824,"Yu","-","India","Combined",0
2047,0.319215755750527,"Yu","-","India","Combined",0
2048,0.244983242988458,"Yu","-","India","Combined",0
2049,0.17232079571285,"Yu","-","India","Combined",0
2050,0.101179508976237,"Yu","-","India","Combined",0
2020,15.3142857142857,"Yu","-","India","Combined",1
2021,14.3716445800674,"Yu","-","India","Combined",1
2022,13.2690939328758,"Yu","-","India","Combined",1
2023,12.2034901108547,"Yu","-","India","Combined",1
2024,11.1727490608893,"Yu","-","India","Combined",1
2025,10.17492891789,"Yu","-","India","Combined",1
2026,9.20824242457997,"Yu","-","India","Combined",1
2027,8.2710165932625,"Yu","-","India","Combined",1
2028,7.3617071451647,"Yu","-","India","Combined",1
2029,6.47886980459533,"Yu","-","India","Combined",1
2030,5.62115969731846,"Yu","-","India","Combined",1
2031,5.09256333031227,"Yu","-","India","Combined",1
2032,4.5792019609858,"Yu","-","India","Combined",1
2033,4.08013445915325,"Yu","-","India","Combined",1
2034,3.59449564813887,"Yu","-","India","Combined",1
2035,3.12147941105394,"Yu","-","India","Combined",1
2036,2.66037114697632,"Yu","-","India","Combined",1
2037,2.21048081371476,"Yu","-","India","Combined",1
2038,1.77118012148314,"Yu","-","India","Combined",1
2039,1.34188683910037,"Yu","-","India","Combined",1
2040,0.922060649721275,"Yu","-","India","Combined",1
2041,0.827789498072,"Yu","-","India","Combined",1
2042,0.736600463954184,"Yu","-","India","Combined",1
2043,0.648333186980076,"Yu","-","India","Combined",1
2044,0.562843768762124,"Yu","-","India","Combined",1
2045,0.479995758576616,"Yu","-","India","Combined",1
2046,0.399662367040887,"Yu","-","India","Combined",1
2047,0.321722088245547,"Yu","-","India","Combined",1
2048,0.246063911251742,"Yu","-","India","Combined",1
2049,0.172582911493682,"Yu","-","India","Combined",1
2050,0.101179508976237,"Yu","-","India","Combined",1
2020,11.7259156359659,"Yu","-","India","Combined",2
2021,11.1392727662908,"Yu","-","India","Combined",2
2022,10.4973215766437,"Yu","-","India","Combined",2
2023,9.84237410320789,"Yu","-","India","Combined",2
2024,9.17678101556915,"Yu","-","India","Combined",2
2025,8.50259223204385,"Yu","-","India","Combined",2
2026,7.82161531052005,"Yu","-","India","Combined",2
2027,7.13542427898318,"Yu","-","India","Combined",2
2028,6.44540865264379,"Yu","-","India","Combined",2
2029,5.75278152587697,"Yu","-","India","Combined",2
2030,5.0586074415893,"Yu","-","India","Combined",2
2031,4.61920457767965,"Yu","-","India","Combined",2
2032,4.18488560694455,"Yu","-","India","Combined",2
2033,3.75562744398957,"Yu","-","India","Combined",2
2034,3.33138585868641,"Yu","-","India","Combined",2
2035,2.9120824671176,"Yu","-","India","Combined",2
2036,2.49768043298664,"Yu","-","India","Combined",2
2037,2.0880748357211,"Yu","-","India","Combined",2
2038,1.68317315555977,"Yu","-","India","Combined",2
2039,1.28287698076232,"Yu","-","India","Combined",2
2040,0.887083658130474,"Yu","-","India","Combined",2
2041,0.800412946849865,"Yu","-","India","Combined",2
2042,0.715687264238498,"Yu","-","India","Combined",2
2043,0.632842459722101,"Yu","-","India","Combined",2
2044,0.551826719954637,"Yu","-","India","Combined",2
2045,0.47258546425593,"Yu","-","India","Combined",2
2046,0.395066987391824,"Yu","-","India","Combined",2
2047,0.319215755750527,"Yu","-","India","Combined",2
2048,0.244983242988458,"Yu","-","India","Combined",2
2049,0.17232079571285,"Yu","-","India","Combined",2
2050,0.101179508976237,"Yu","-","India","Combined",2
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2021,24.4876248328857,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2022,22.6035032614699,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2023,20.7825192071163,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2024,19.0211112829268,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2025,17.3159610836076,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2026,15.6640144093382,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2027,14.0624123327612,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2028,12.5085158740205,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2029,10.9998569460565,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2030,9.53413732650154,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2031,8.63083204960995,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2032,7.75356148399622,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2033,6.90071735552878,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2034,6.07082118515366,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2035,5.26249541962827,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2036,4.47451889508521,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2037,3.70571241546573,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2038,2.95500231187111,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2039,2.22139362381534,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2040,1.5039630171858,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2041,1.34286537433643,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2042,1.18703468601786,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2043,1.03619691632387,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2044,0.8901061608538,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2045,0.748529242335818,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2046,0.611249493525188,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2047,0.478059275974171,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2048,0.348768885830985,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2049,0.223199020096461,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2050,0.101179508976237,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2021,24.4876248328857,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2022,22.6035032614699,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2023,20.7825192071163,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2024,19.0211112829268,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2025,17.3159610836076,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2026,15.6640144093382,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2027,14.0624123327612,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2028,12.5085158740205,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2029,10.9998569460565,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2030,9.53413732650154,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2031,8.63083204960995,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2032,7.75356148399622,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2033,6.90071735552878,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2034,6.07082118515366,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2035,5.26249541962827,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2036,4.47451889508521,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2037,3.70571241546573,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2038,2.95500231187111,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2039,2.22139362381534,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2040,1.5039630171858,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2041,1.34286537433643,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2042,1.18703468601786,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2043,1.03619691632387,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2044,0.8901061608538,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2045,0.748529242335818,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2046,0.611249493525188,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2047,0.478059275974171,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2048,0.348768885830985,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2049,0.223199020096461,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2050,0.101179508976237,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1
2020,29.4224227106,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2021,27.2867378870251,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2022,25.1366261116264,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2023,23.0667033615714,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2024,21.0720649519066,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2025,19.1481739321302,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2026,17.2908732416975,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2027,15.4962994235674,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2028,13.7609012060219,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2029,12.0813776726655,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2030,10.4546704341316,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2031,9.40377722975749,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2032,8.39592775539294,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2033,7.4279734153618,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2034,6.49705843457963,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2035,5.60055324490814,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2036,4.73616746905086,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2037,3.9017037117187,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2038,3.09518977068878,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2039,2.31481934811107,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2040,1.55893523756243,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2041,1.38589026982743,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2042,1.21990553487135,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2043,1.06054367175858,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2044,0.907420517571533,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2045,0.760174177289587,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2046,0.618472397333418,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2047,0.481998219663204,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2048,0.350466874507623,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2049,0.223611147642671,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2050,0.101179508976237,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2
2020,25.0407852467509,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2021,23.7631596390052,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2022,22.3705078117609,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2023,20.9532540561756,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2024,19.5161269078774,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2025,18.0632423772687,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2026,16.598225297249,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2027,15.1242251160089,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2028,13.6440180075753,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2029,12.160021844258,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2030,10.674353718949,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2031,9.73332993201675,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2032,8.80409056674417,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2033,7.8864963641945,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2034,6.9803727526237,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2035,6.08548095653297,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2036,5.20167814219219,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2037,4.32868309463297,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2038,3.46624683396334,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2039,2.61411298839788,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2040,1.77202072621088,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2041,1.58740119875779,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2042,1.40701706948496,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2043,1.23072270937713,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2044,1.05839959870244,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2045,0.889924129957885,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2046,0.725179514672846,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2047,0.564041475511726,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2048,0.406401189889965,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2049,0.25215008169956,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2050,0.101179508976237,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0
2020,32.379924446843,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2021,30.3798547484696,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2022,28.0404935002483,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2023,25.7795249964044,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2024,23.5925273510972,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2025,21.4753803690759,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2026,19.4242918976403,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2027,17.4357122381018,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2028,15.5063647827809,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2029,13.6331851077506,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2030,11.8133196963228,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2031,10.6917586505108,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2032,9.60252279835721,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2033,8.54361527605193,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2034,7.51320037582656,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2035,6.50956770132349,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2036,5.53120103221359,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2037,4.57663625619871,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2038,3.64454028551364,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2039,2.73367775825825,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2040,1.84290224520262,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2041,1.64288034185037,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2042,1.44939798961437,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2043,1.26211494029122,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2044,1.08072587429095,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2045,0.904941274269267,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2046,0.734492122046128,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2047,0.56912060976792,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2048,0.408591197517143,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2049,0.252681259273099,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2050,0.101179508976237,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1
2020,25.0407852467509,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2021,23.7631596390052,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2022,22.3705078117609,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2023,20.9532540561756,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2024,19.5161269078774,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2025,18.0632423772687,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2026,16.598225297249,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2027,15.1242251160089,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2028,13.6440180075753,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2029,12.160021844258,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2030,10.674353718949,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2031,9.73332993201675,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2032,8.80409056674417,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2033,7.8864963641945,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2034,6.9803727526237,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2035,6.08548095653297,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2036,5.20167814219219,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2037,4.32868309463297,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2038,3.46624683396334,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2039,2.61411298839788,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2040,1.77202072621088,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2041,1.58740119875779,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2042,1.40701706948496,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2043,1.23072270937713,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2044,1.05839959870244,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2045,0.889924129957885,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2046,0.725179514672846,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2047,0.564041475511726,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2048,0.406401189889965,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2049,0.25215008169956,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2050,0.101179508976237,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2
2020,83.4033966705902,"IPCC_normative","IMAGE","Middle East","Combined",0
2021,78.2417882910524,"IPCC_normative","IMAGE","Middle East","Combined",0
2022,72.204565372568,"IPCC_normative","IMAGE","Middle East","Combined",0
2023,66.369651726907,"IPCC_normative","IMAGE","Middle East","Combined",0
2024,60.7256357302503,"IPCC_normative","IMAGE","Middle East","Combined",0
2025,55.2618843359853,"IPCC_normative","IMAGE","Middle East","Combined",0
2026,49.9686110815852,"IPCC_normative","IMAGE","Middle East","Combined",0
2027,44.8366552090472,"IPCC_normative","IMAGE","Middle East","Combined",0
2028,39.8575607302278,"IPCC_normative","IMAGE","Middle East","Combined",0
2029,35.0234192426186,"IPCC_normative","IMAGE","Middle East","Combined",0
2030,30.3268666350287,"IPCC_normative","IMAGE","Middle East","Combined",0
2031,27.4324380573972,"IPCC_normative","IMAGE","Middle East","Combined",0
