"year","country","intensity","Reference_key","Scenario_key","scope"
2030,"Slovakia",8.610204415,"CRREM","CRREM EU Multi-family","Combined"
2030,"Slovenia",11.84877188,"CRREM","CRREM EU Multi-family","Combined"
2030,"Spain",6.319279512,"CRREM","CRREM EU Multi-family","Combined"
2030,"Sweden",3.060351154,"CRREM","CRREM EU Multi-family","Combined"
2030,"United Kingdom",11.21208937,"CRREM","CRREM EU Multi-family","Combined"
2030,"Croatia",9.839655592,"CRREM","CRREM EU Multi-family","Combined"
2030,"Switzerland",7.703631605,"CRREM","CRREM EU Multi-family","Combined"
2030,"Norway",2.208909113,"CRREM","CRREM EU Multi-family","Combined"
2031,"Austria",9.079081349,"CRREM","CRREM EU Multi-family","Combined"
2031,"Belgium",15.99028569,"CRREM","CRREM EU Multi-family","Combined"
2031,"Bulgaria",13.17672643,"CRREM","CRREM EU Multi-family","Combined"
2031,"Cyprus",8.634152509,"CRREM","CRREM EU Multi-family","Combined"
2031,"Czech Republic",20.48154698,"CRREM","CRREM EU Multi-family","Combined"
2031,"Denmark",6.834677345,"CRREM","CRREM EU Multi-family","Combined"
2031,"Estonia",39.54960451,"CRREM","CRREM EU Multi-family","Combined"
2031,"Finland",14.3935387,"CRREM","CRREM EU Multi-family","Combined"
2031,"France",7.194855515,"CRREM","CRREM EU Multi-family","Combined"
2031,"Germany",13.39395841,"CRREM","CRREM EU Multi-family","Combined"
2031,"Greece",12.35057309,"CRREM","CRREM EU Multi-family","Combined"
2031,"Hungary",9.5542312,"CRREM","CRREM EU Multi-family","Combined"
2031,"Ireland",14.94287925,"CRREM","CRREM EU Multi-family","Combined"
2031,"Italy",6.817053815,"CRREM","CRREM EU Multi-family","Combined"
2031,"Latvia",9.470205306,"CRREM","CRREM EU Multi-family","Combined"
2031,"Lithuania",12.16172056,"CRREM","CRREM EU Multi-family","Combined"
2031,"Luxembourg",14.63448449,"CRREM","CRREM EU Multi-family","Combined"
2031,"Malta",6.914647947,"CRREM","CRREM EU Multi-family","Combined"
2031,"Netherlands",10.49250965,"CRREM","CRREM EU Multi-family","Combined"
2031,"Poland",26.73409799,"CRREM","CRREM EU Multi-family","Combined"
2031,"Portugal",5.110339032,"CRREM","CRREM EU Multi-family","Combined"
2031,"Romania",10.99333176,"CRREM","CRREM EU Multi-family","Combined"
2031,"Slovakia",7.781977715,"CRREM","CRREM EU Multi-family","Combined"
2031,"Slovenia",10.66431012,"CRREM","CRREM EU Multi-family","Combined"
2031,"Spain",5.753451546,"CRREM","CRREM EU Multi-family","Combined"
2031,"Sweden",2.785061675,"CRREM","CRREM EU Multi-family","Combined"
2031,"United Kingdom",10.02183163,"CRREM","CRREM EU Multi-family","Combined"
2031,"Croatia",8.856186315,"CRREM","CRREM EU Multi-family","Combined"
2031,"Switzerland",6.90991471,"CRREM","CRREM EU Multi-family","Combined"
2031,"Norway",1.80170861,"CRREM","CRREM EU Multi-family","Combined"
2032,"Austria",8.077802322,"CRREM","CRREM EU Multi-family","Combined"
2032,"Belgium",14.11223835,"CRREM","CRREM EU Multi-family","Combined"
2032,"Bulgaria",11.70399452,"CRREM","CRREM EU Multi-family","Combined"
