"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag","abs_emissions"
2021,71.4823531375331,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1931410292.36426
2022,67.8970741997892,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1864643769.33397
2023,64.4196684330955,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1797708151.22765
2024,61.0453298872843,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1730610684.17256
2025,57.769561615705,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1663358987.60099
2026,53.9163359942338,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1576319565.66182
2027,50.1799617409081,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1489331228.4778
2028,46.5552085615464,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1402391858.54118
2029,43.0371289752925,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1315498706.53617
2030,39.6210638113162,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1228649188.78892
2031,36.5804457855336,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1150579393.4707
2032,33.6300882012107,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,1072692197.33638
2033,30.7659814149094,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,994977992.154454
2034,27.984344715055,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,917427563.400476
2035,25.2816418493257,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,840033113.727546
2036,22.9223001373829,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,771803014.545737
2037,20.640857051011,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,704138069.266778
2038,18.4334533511562,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,637008534.146576
2039,16.2964628252537,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,570385976.761574
2040,14.2264955118654,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,504243906.922558
2041,12.4641820372314,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,447307086.44294
2042,10.7644179029067,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,391079913.946922
2043,9.12390670475372,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,335524369.941954
2044,7.53960166251357,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,280605878.834765
2045,6.00864175481821,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,226291457.128209
2046,4.93270302359532,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,187957689.092286
2047,3.89592699623613,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,150179414.665511
2048,2.89620396993651,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,112926468.232588
2049,1.93157258939588,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,76170792.4337908
2050,1.00022740966206,"IPCC_normative","SDS","Europe and Eurasia","Combined",3,39887068.6425034
2020,31.7924041931603,"Burger","-","Germany","Combined",0,1.85e+08
2021,29.9272156838224,"Burger","-","Germany","Combined",0,174416810.579173
2022,27.5303647865625,"Burger","-","Germany","Combined",0,160696574.616818
2023,25.3264681864618,"Burger","-","Germany","Combined",0,148061065.664875
2024,23.1919823518885,"Burger","-","Germany","Combined",0,135792148.93462
2025,21.1231588476529,"Burger","-","Germany","Combined",0,123869724.009111
2026,19.1165415879594,"Burger","-","Germany","Combined",0,112275272.054403
2027,17.1688860730577,"Burger","-","Germany","Combined",0,100991393.955142
2028,15.2771925000467,"Burger","-","Germany","Combined",0,90002014.9357753
2029,13.3923241970934,"Burger","-","Germany","Combined",0,79018730.4601101
2030,11.611129223326,"Burger","-","Germany","Combined",0,68614032.9570411
2031,10.5264036913042,"Burger","-","Germany","Combined",0,62299116.7264916
2032,9.4385188628996,"Burger","-","Germany","Combined",0,55945876.7079511
2033,8.41127205524884,"Burger","-","Germany","Combined",0,49932955.8045144
2034,7.38526856358695,"Burger","-","Germany","Combined",0,43908868.0691874
2035,6.4087655604892,"Burger","-","Germany","Combined",0,38160994.529933
2036,5.43749067939113,"Burger","-","Germany","Combined",0,32426656.9162383
2037,4.50601052812704,"Burger","-","Germany","Combined",0,26912448.2799406
2038,3.5833715785276,"Burger","-","Germany","Combined",0,21434295.4341207
2039,2.69202330988525,"Burger","-","Germany","Combined",0,16126924.5743089
2040,1.81279840670837,"Burger","-","Germany","Combined",0,10876186.1741147
2041,1.61822959796406,"Burger","-","Germany","Combined",0,9723456.18528667
2042,1.42572501297615,"Burger","-","Germany","Combined",0,8579632.93475367
2043,1.24320807965197,"Burger","-","Germany","Combined",0,7492525.01417718
2044,1.06601301337144,"Burger","-","Germany","Combined",0,6434241.34610735
2045,0.891620233683278,"Burger","-","Germany","Combined",0,5389695.70924313
2046,0.724807627197721,"Burger","-","Germany","Combined",0,4387888.73403804
2047,0.56122005248973,"Burger","-","Germany","Combined",0,3402621.05623999
2048,0.403828416668325,"Burger","-","Germany","Combined",0,2452019.22411563
2049,0.250039668136824,"Burger","-","Germany","Combined",0,1520482.88728442
2050,0.101223265431034,"Burger","-","Germany","Combined",0,616449.686474996
2020,31.7924041931603,"Burger","-","Germany","Combined",1,1.85e+08
2021,29.9272156838224,"Burger","-","Germany","Combined",1,174416810.579173
2022,27.5303647865625,"Burger","-","Germany","Combined",1,160696574.616818
2023,25.3264681864618,"Burger","-","Germany","Combined",1,148061065.664875
2024,23.1919823518885,"Burger","-","Germany","Combined",1,135792148.93462
2025,21.1231588476529,"Burger","-","Germany","Combined",1,123869724.009111
2026,19.1165415879594,"Burger","-","Germany","Combined",1,112275272.054403
2027,17.1688860730577,"Burger","-","Germany","Combined",1,100991393.955142
2028,15.2771925000467,"Burger","-","Germany","Combined",1,90002014.9357753
2029,13.3923241970934,"Burger","-","Germany","Combined",1,79018730.4601101
2030,11.611129223326,"Burger","-","Germany","Combined",1,68614032.9570411
2031,10.5264036913042,"Burger","-","Germany","Combined",1,62299116.7264916
2032,9.4385188628996,"Burger","-","Germany","Combined",1,55945876.7079511
2033,8.41127205524884,"Burger","-","Germany","Combined",1,49932955.8045144
2034,7.38526856358695,"Burger","-","Germany","Combined",1,43908868.0691874
2035,6.4087655604892,"Burger","-","Germany","Combined",1,38160994.529933
2036,5.43749067939113,"Burger","-","Germany","Combined",1,32426656.9162383
2037,4.50601052812704,"Burger","-","Germany","Combined",1,26912448.2799406
2038,3.5833715785276,"Burger","-","Germany","Combined",1,21434295.4341207
2039,2.69202330988525,"Burger","-","Germany","Combined",1,16126924.5743089
2040,1.81279840670837,"Burger","-","Germany","Combined",1,10876186.1741147
2041,1.61822959796406,"Burger","-","Germany","Combined",1,9723456.18528667
2042,1.42572501297615,"Burger","-","Germany","Combined",1,8579632.93475367
2043,1.24320807965197,"Burger","-","Germany","Combined",1,7492525.01417718
2044,1.06601301337144,"Burger","-","Germany","Combined",1,6434241.34610735
2045,0.891620233683278,"Burger","-","Germany","Combined",1,5389695.70924313
2046,0.724807627197721,"Burger","-","Germany","Combined",1,4387888.73403804
2047,0.56122005248973,"Burger","-","Germany","Combined",1,3402621.05623999
2048,0.403828416668325,"Burger","-","Germany","Combined",1,2452019.22411563
2049,0.250039668136824,"Burger","-","Germany","Combined",1,1520482.88728442
2050,0.101223265431034,"Burger","-","Germany","Combined",1,616449.686474996
2020,31.7924041931603,"Burger","-","Germany","Combined",2,1.85e+08
2021,29.9272156838224,"Burger","-","Germany","Combined",2,174416810.579173
2022,27.5303647865625,"Burger","-","Germany","Combined",2,160696574.616818
2023,25.3264681864618,"Burger","-","Germany","Combined",2,148061065.664875
2024,23.1919823518885,"Burger","-","Germany","Combined",2,135792148.93462
2025,21.1231588476529,"Burger","-","Germany","Combined",2,123869724.009111
2026,19.1165415879594,"Burger","-","Germany","Combined",2,112275272.054403
2027,17.1688860730577,"Burger","-","Germany","Combined",2,100991393.955142
2028,15.2771925000467,"Burger","-","Germany","Combined",2,90002014.9357753
2029,13.3923241970934,"Burger","-","Germany","Combined",2,79018730.4601101
2030,11.611129223326,"Burger","-","Germany","Combined",2,68614032.9570411
2031,10.5264036913042,"Burger","-","Germany","Combined",2,62299116.7264916
2032,9.4385188628996,"Burger","-","Germany","Combined",2,55945876.7079511
2033,8.41127205524884,"Burger","-","Germany","Combined",2,49932955.8045144
2034,7.38526856358695,"Burger","-","Germany","Combined",2,43908868.0691874
2035,6.4087655604892,"Burger","-","Germany","Combined",2,38160994.529933
2036,5.43749067939113,"Burger","-","Germany","Combined",2,32426656.9162383
2037,4.50601052812704,"Burger","-","Germany","Combined",2,26912448.2799406
2038,3.5833715785276,"Burger","-","Germany","Combined",2,21434295.4341207
2039,2.69202330988525,"Burger","-","Germany","Combined",2,16126924.5743089
2040,1.81279840670837,"Burger","-","Germany","Combined",2,10876186.1741147
2041,1.61822959796406,"Burger","-","Germany","Combined",2,9723456.18528667
2042,1.42572501297615,"Burger","-","Germany","Combined",2,8579632.93475367
2043,1.24320807965197,"Burger","-","Germany","Combined",2,7492525.01417718
2044,1.06601301337144,"Burger","-","Germany","Combined",2,6434241.34610735
2045,0.891620233683278,"Burger","-","Germany","Combined",2,5389695.70924313
2046,0.724807627197721,"Burger","-","Germany","Combined",2,4387888.73403804
2047,0.56122005248973,"Burger","-","Germany","Combined",2,3402621.05623999
2048,0.403828416668325,"Burger","-","Germany","Combined",2,2452019.22411563
2049,0.250039668136824,"Burger","-","Germany","Combined",2,1520482.88728442
2050,0.101223265431034,"Burger","-","Germany","Combined",2,616449.686474996
2020,31.7924041931603,"Burger","-","Germany","Combined",3,1.85e+08
2021,30.6802452547256,"Burger","-","Germany","Combined",3,178805492.019382
2022,28.8365549809638,"Burger","-","Germany","Combined",3,168320893.860884
2023,26.9869296447627,"Burger","-","Germany","Combined",3,157768289.396247
2024,25.1310073515989,"Burger","-","Germany","Combined",3,147145398.844592
2025,23.268801377881,"Burger","-","Germany","Combined",3,136452129.413457
2026,21.4003565208944,"Burger","-","Germany","Combined",3,125688573.918517
2027,19.5256857408279,"Burger","-","Germany","Combined",3,114854639.520889
2028,17.6448294922186,"Burger","-","Germany","Combined",3,103950395.826525
2029,15.7574140816879,"Burger","-","Germany","Combined",3,92973470.3061829
2030,13.8642647188611,"Burger","-","Germany","Combined",3,81928561.6453231
2031,12.8002144053963,"Burger","-","Germany","Combined",3,75756362.2630838
2032,11.7208683655632,"Burger","-","Germany","Combined",3,69474275.1500392
2033,10.6270879308199,"Burger","-","Germany","Combined",3,63086999.0287837
2034,9.51814859148323,"Burger","-","Germany","Combined",3,56589835.1790438
2035,8.39490844292788,"Burger","-","Germany","Combined",3,49987482.3234141
2036,7.25664456256005,"Burger","-","Germany","Combined",3,43275241.736979
2037,6.10421183711982,"Burger","-","Germany","Combined",3,36457812.1446539
2038,4.93688892963815,"Burger","-","Germany","Combined",3,29530494.8215236
2039,3.75552754464463,"Burger","-","Germany","Combined",3,22497988.4931996
2040,2.55940792824049,"Burger","-","Germany","Combined",3,15355594.4334668
2041,2.31273745334385,"Burger","-","Germany","Combined",3,13896545.5359072
2042,2.06590288352685,"Burger","-","Germany","Combined",3,12432052.645629
2043,1.81968459974888,"Burger","-","Germany","Combined",3,10966814.4896132
2044,1.57369059682417,"Burger","-","Germany","Combined",3,9498481.70431133
2045,1.32753121280016,"Burger","-","Germany","Combined",3,8024704.92617481
2046,1.08198334103954,"Burger","-","Germany","Combined",3,6550182.88220789
2047,0.836269251580324,"Burger","-","Germany","Combined",3,5070216.84540634
2048,0.591163529958577,"Burger","-","Germany","Combined",3,3589505.54300648
2049,0.345890770799582,"Burger","-","Germany","Combined",3,2103350.2475399
2050,0.101223265431034,"Burger","-","Germany","Combined",3,616449.686474996
2020,15.3142857142857,"Yu","-","India","Combined",0,2.68e+08
2021,14.1990012249863,"Yu","-","India","Combined",0,259131772.355999
2022,12.8457931810779,"Yu","-","India","Combined",0,244070070.44048
2023,11.5903893602225,"Yu","-","India","Combined",0,228910189.864395
2024,10.4218946037364,"Yu","-","India","Combined",0,213648839.376596
2025,9.33110047131273,"Yu","-","India","Combined",0,198285885.015396
2026,8.31006639890876,"Yu","-","India","Combined",0,182821460.775993
2027,7.35188714855757,"Yu","-","India","Combined",0,167255432.629685
2028,6.4505489814676,"Yu","-","India","Combined",0,151587901.064489
2029,5.60063673943245,"Yu","-","India","Combined",0,135815440.931237
2030,4.79779342323719,"Yu","-","India","Combined",0,119944835.58093
2031,4.314905405438,"Yu","-","India","Combined",0,111108814.190028
2032,3.85336419563463,"Yu","-","India","Combined",0,102114151.184318
2033,3.41165614562968,"Yu","-","India","Combined",0,92967629.9684087
2034,2.98794525503718,"Yu","-","India","Combined",0,83662467.1410409
2035,2.58105899502003,"Yu","-","India","Combined",0,74205446.1068259
2036,2.18948418501021,"Yu","-","India","Combined",0,64589783.4578011
2037,1.81230620171666,"Yu","-","India","Combined",0,54822262.6019291
2038,1.44826129455637,"Yu","-","India","Combined",0,44896100.1312474
2039,1.09663242377082,"Yu","-","India","Combined",0,34818079.4547236
2040,0.756351297308278,"Yu","-","India","Combined",0,24581417.162519
2041,0.678184345714085,"Yu","-","India","Combined",0,22549629.4949933
2042,0.60323477937568,"Yu","-","India","Combined",0,20509982.4987731
2043,0.531489484454763,"Yu","-","India","Combined",0,18469259.584803
2044,0.462649832324703,"Yu","-","India","Combined",0,16424069.047527
2045,0.396441908452108,"Yu","-","India","Combined",0,14371019.1813889
2046,0.332889010739646,"Yu","-","India","Combined",0,12316893.3973669
2047,0.271653199588952,"Yu","-","India","Combined",0,10254908.2844829
2048,0.21277525335195,"Yu","-","India","Combined",0,8191847.25405007
2049,0.155947182023443,"Yu","-","India","Combined",0,6120926.89442015
2050,0.101223265431034,"Yu","-","India","Combined",0,4048930.61724135
2020,15.3142857142857,"Yu","-","India","Combined",1,2.68e+08
2021,14.4189189768911,"Yu","-","India","Combined",1,263145271.328262
2022,13.2683325577935,"Yu","-","India","Combined",1,252098318.598077
2023,12.2103720897185,"Yu","-","India","Combined",1,241154848.771941
2024,11.1857316267578,"Yu","-","India","Combined",1,229307498.348535
2025,10.1926117667764,"Yu","-","India","Combined",1,216593000.043997
2026,9.22935344729997,"Yu","-","India","Combined",1,203045775.840599
2027,8.29439917580638,"Yu","-","India","Combined",1,188697581.249595
2028,7.38630892426477,"Yu","-","India","Combined",1,173578259.720222
2029,6.4814950813825,"Yu","-","India","Combined",1,157176255.723526
2030,5.62644867489787,"Yu","-","India","Combined",1,140661216.872447
2031,5.1057360736178,"Yu","-","India","Combined",1,131472703.895658
2032,4.58350688091519,"Yu","-","India","Combined",1,121462932.344253
2033,4.09038641718695,"Yu","-","India","Combined",1,111463029.868344
2034,3.59786279596279,"Yu","-","India","Combined",1,100740158.286958
2035,3.12910143293571,"Yu","-","India","Combined",1,89961666.1969016
2036,2.66284978220533,"Yu","-","India","Combined",1,78554068.5750573
2037,2.21570122868929,"Yu","-","India","Combined",1,67024962.1678511
2038,1.7727968134196,"Yu","-","India","Combined",1,54956701.2160077
2039,1.34491320423956,"Yu","-","India","Combined",1,42700994.234606
2040,0.922849306112159,"Yu","-","India","Combined",1,29992602.4486452
2041,0.829448323524083,"Yu","-","India","Combined",1,27579156.7571758
2042,0.737038252728976,"Yu","-","India","Combined",1,25059300.5927852
2043,0.649422663049115,"Yu","-","India","Combined",1,22567437.5409568
2044,0.564361787119561,"Yu","-","India","Combined",1,20034843.4427444
2045,0.480646123317837,"Yu","-","India","Combined",1,17423421.9702716
2046,0.400569252547126,"Yu","-","India","Combined",1,14821062.3442437
2047,0.322040528875873,"Yu","-","India","Combined",1,12157029.9650642
2048,0.24648610917347,"Yu","-","India","Combined",1,9489715.20317861
2049,0.172661222663993,"Yu","-","India","Combined",1,6776952.98956173
2050,0.101223265431034,"Yu","-","India","Combined",1,4048930.61724135
2020,15.3142857142857,"Yu","-","India","Combined",2,2.68e+08
2021,14.1990012249863,"Yu","-","India","Combined",2,259131772.355999
2022,12.8457931810779,"Yu","-","India","Combined",2,244070070.44048
2023,11.5903893602225,"Yu","-","India","Combined",2,228910189.864395
2024,10.4218946037364,"Yu","-","India","Combined",2,213648839.376596
2025,9.33110047131273,"Yu","-","India","Combined",2,198285885.015396
2026,8.31006639890876,"Yu","-","India","Combined",2,182821460.775993
2027,7.35188714855757,"Yu","-","India","Combined",2,167255432.629685
2028,6.4505489814676,"Yu","-","India","Combined",2,151587901.064489
2029,5.60063673943245,"Yu","-","India","Combined",2,135815440.931237
2030,4.79779342323719,"Yu","-","India","Combined",2,119944835.58093
2031,4.314905405438,"Yu","-","India","Combined",2,111108814.190028
2032,3.85336419563463,"Yu","-","India","Combined",2,102114151.184318
2033,3.41165614562968,"Yu","-","India","Combined",2,92967629.9684087
2034,2.98794525503718,"Yu","-","India","Combined",2,83662467.1410409
2035,2.58105899502003,"Yu","-","India","Combined",2,74205446.1068259
2036,2.18948418501021,"Yu","-","India","Combined",2,64589783.4578011
2037,1.81230620171666,"Yu","-","India","Combined",2,54822262.6019291
2038,1.44826129455637,"Yu","-","India","Combined",2,44896100.1312474
2039,1.09663242377082,"Yu","-","India","Combined",2,34818079.4547236
2040,0.758524097975934,"Yu","-","India","Combined",2,24652033.1842179
2041,0.683803311905473,"Yu","-","India","Combined",2,22736460.120857
2042,0.609875255269388,"Yu","-","India","Combined",2,20735758.6791592
2043,0.539782783525499,"Yu","-","India","Combined",2,18757451.7275111
2044,0.471734082781856,"Yu","-","India","Combined",2,16746559.9387559
2045,0.404761551740476,"Yu","-","India","Combined",2,14672606.2505923
2046,0.340700055123907,"Yu","-","India","Combined",2,12605902.0395846
2047,0.277877076186905,"Yu","-","India","Combined",2,10489859.6260557
2048,0.217433540424983,"Yu","-","India","Combined",2,8371191.30636185
2049,0.158373631217401,"Yu","-","India","Combined",2,6216165.025283
2050,0.101223265431034,"Yu","-","India","Combined",2,4048930.61724135
2020,15.3142857142857,"Yu","-","India","Combined",3,2.68e+08
2021,14.1990012249863,"Yu","-","India","Combined",3,259131772.355999
2022,12.8457931810779,"Yu","-","India","Combined",3,244070070.44048
2023,11.5903893602225,"Yu","-","India","Combined",3,228910189.864395
2024,10.4218946037364,"Yu","-","India","Combined",3,213648839.376596
2025,9.33110047131273,"Yu","-","India","Combined",3,198285885.015396
2026,8.31006639890876,"Yu","-","India","Combined",3,182821460.775993
2027,7.35188714855757,"Yu","-","India","Combined",3,167255432.629685
2028,6.4505489814676,"Yu","-","India","Combined",3,151587901.064489
2029,5.60063673943245,"Yu","-","India","Combined",3,135815440.931237
2030,4.79779342323719,"Yu","-","India","Combined",3,119944835.58093
2031,4.314905405438,"Yu","-","India","Combined",3,111108814.190028
2032,3.85336419563463,"Yu","-","India","Combined",3,102114151.184318
2033,3.41165614562968,"Yu","-","India","Combined",3,92967629.9684087
2034,2.98794525503718,"Yu","-","India","Combined",3,83662467.1410409
2035,2.58105899502003,"Yu","-","India","Combined",3,74205446.1068259
2036,2.18948418501021,"Yu","-","India","Combined",3,64589783.4578011
2037,1.81230620171666,"Yu","-","India","Combined",3,54822262.6019291
2038,1.44826129455637,"Yu","-","India","Combined",3,44896100.1312474
2039,1.09663242377082,"Yu","-","India","Combined",3,34818079.4547236
2040,0.756351297308278,"Yu","-","India","Combined",3,24581417.162519
2041,0.678184345714085,"Yu","-","India","Combined",3,22549629.4949933
2042,0.60323477937568,"Yu","-","India","Combined",3,20509982.4987731
2043,0.531489484454763,"Yu","-","India","Combined",3,18469259.584803
2044,0.462649832324703,"Yu","-","India","Combined",3,16424069.047527
2045,0.396441908452108,"Yu","-","India","Combined",3,14371019.1813889
2046,0.332889010739646,"Yu","-","India","Combined",3,12316893.3973669
2047,0.271653199588952,"Yu","-","India","Combined",3,10254908.2844829
2048,0.21277525335195,"Yu","-","India","Combined",3,8191847.25405007
2049,0.155947182023443,"Yu","-","India","Combined",3,6120926.89442015
2050,0.101223265431034,"Yu","-","India","Combined",3,4048930.61724135
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,2.56e+08
2021,24.8096984651481,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,247808365.159336
2022,23.5642145528728,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,239594649.783064
2023,22.3598706861922,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,231359817.977099
2024,21.1946497999467,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,223104774.630812
2025,20.0666743599172,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,214830471.251547
2026,18.7488604573145,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,204085095.84996
2027,17.474349035802,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,193346099.863233
2028,16.2410442542978,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,182613218.859041
2029,15.0469749989485,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,171886109.505489
2030,13.8902938252021,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,161164449.155878
2031,12.8618879077787,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,151539192.059046
2032,11.8662311913192,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,141936737.771846
2033,10.9017733444303,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,132355886.427615
2034,9.96705831041673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,122795487.325442
2035,9.06072776832535,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,113254566.740183
2036,8.27030397473075,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,104858081.388415
2037,7.50742107468673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,96532171.9099061
2038,6.7706574779589,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,88273123.934637
2039,6.05868115344386,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,80077386.8490291
2040,5.37024951483129,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,71941652.5838515
2041,4.78468594351037,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,64955460.9633138
2042,4.22083664908032,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,58057889.4972098
2043,3.67752237369175,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,51244190.3480494
2044,3.15365427802269,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,44510045.7491567
2045,2.64821208875671,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,37851336.7532811
2046,2.29319052723665,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,33188276.3451167
2047,1.95159572765781,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,28594585.4420695
2048,1.6226865534918,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,24066496.9912512
2049,1.30577483184312,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,19600507.216692
2050,1.00022740966206,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",0,15193454.3527666
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,2.56e+08
2021,24.8667046054573,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,248377763.390996
2022,23.6706926197865,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,240677290.373291
2023,22.5088172136386,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,232900982.59124
2024,21.3795601453496,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,225051227.218018
2025,20.2817333161125,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,217132856.593414
2026,18.9785138340171,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,206584918.786042
2027,17.713991860496,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,195997643.873248
2028,16.4865937530586,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,185374161.053141
2029,15.2946397464454,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,174715258.215569
2030,14.1365632709621,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,164021831.445216
2031,13.1177603285662,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,154553889.449845
2032,12.126742228478,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,145052814.491717
2033,11.1623640012629,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,135519656.787732
2034,10.2235104249214,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,125955011.569755
2035,9.30923020995404,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,116360723.009321
2036,8.51025591316202,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,107900400.022193
2037,7.73599246433222,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,99471196.171292
2038,6.98531648384201,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,91071762.1897386
2039,6.2571010390024,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,82699895.86246
2040,5.55029919161691,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,74353658.0706307
2041,4.94824603588391,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,67175903.7093492
2042,4.36638111507838,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,60059863.3299775
2043,3.80366991491465,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,53001984.8513838
2044,3.25918189397931,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,45999441.4152452
2045,2.73201321628224,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,39049120.2358581
2046,2.3612705512459,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,34173566.7619247
2047,2.00337178951575,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,29353203.1228058
2048,1.65764022269857,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,24584904.1802353
2049,1.32344974186765,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,19865818.8102699
2050,1.00022740966206,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",1,15193454.3527666
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,2.56e+08
2021,24.8096984651481,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,247808365.159336
2022,23.5642145528728,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,239594649.783064
2023,22.3598706861922,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,231359817.977099
2024,21.1946497999467,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,223104774.630812
2025,20.0666743599172,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,214830471.251547
2026,18.7488604573145,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,204085095.84996
2027,17.474349035802,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,193346099.863233
2028,16.2410442542978,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,182613218.859041
2029,15.0469749989485,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,171886109.505489
2030,13.8902938252021,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,161164449.155878
2031,12.8618879077787,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,151539192.059046
2032,11.8662311913192,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,141936737.771846
2033,10.9017733444303,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,132355886.427615
2034,9.96705831041673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,122795487.325442
2035,9.06072776832535,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,113254566.740183
