"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag","abs_emissions"
2036,8.27030397473075,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,104858081.388415
2037,7.50742107468673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,96532171.9099061
2038,6.7706574779589,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,88273123.934637
2039,6.05868115344386,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,80077386.8490291
2040,5.37024951483129,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,71941652.5838515
2041,4.78468594351037,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,64955460.9633138
2042,4.22083664908032,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,58057889.4972098
2043,3.67752237369175,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,51244190.3480494
2044,3.15365427802269,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,44510045.7491567
2045,2.64821208875671,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,37851336.7532811
2046,2.29319052723665,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,33188276.3451167
2047,1.95159572765781,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,28594585.4420695
2048,1.6226865534918,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,24066496.9912512
2049,1.30577483184312,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,19600507.216692
2050,1.00022740966206,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",2,15193454.3527666
2020,26.0984809868488,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,2.56e+08
2021,24.8096984651481,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,247808365.159336
2022,23.5642145528728,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,239594649.783064
2023,22.3598706861922,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,231359817.977099
2024,21.1946497999467,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,223104774.630812
2025,20.0666743599172,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,214830471.251547
2026,18.7488604573145,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,204085095.84996
2027,17.474349035802,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,193346099.863233
2028,16.2410442542978,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,182613218.859041
2029,15.0469749989485,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,171886109.505489
2030,13.8902938252021,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,161164449.155878
2031,12.8618879077787,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,151539192.059046
2032,11.8662311913192,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,141936737.771846
2033,10.9017733444303,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,132355886.427615
2034,9.96705831041673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,122795487.325442
2035,9.06072776832535,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,113254566.740183
2036,8.27030397473075,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,104858081.388415
2037,7.50742107468673,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,96532171.9099061
2038,6.7706574779589,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,88273123.934637
2039,6.05868115344386,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,80077386.8490291
2040,5.37024951483129,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,71941652.5838515
2041,4.78468594351037,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,64955460.9633138
2042,4.22083664908032,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,58057889.4972098
2043,3.67752237369175,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,51244190.3480494
2044,3.15365427802269,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,44510045.7491567
2045,2.64821208875671,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,37851336.7532811
2046,2.29319052723665,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,33188276.3451167
2047,1.95159572765781,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,28594585.4420695
2048,1.6226865534918,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,24066496.9912512
2049,1.30577483184312,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,19600507.216692
2050,1.00022740966206,"IPCC_normative","IMAGE","Latin America and Caribbean","Combined",3,15193454.3527666
2020,32.379924446843,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,3e+08
2021,30.0906055435182,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,290503733.098788
2022,27.9761629817951,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,280981390.523957
2023,26.0171295442081,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,271434110.821769
2024,24.1968326779765,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,261862962.607598
2025,22.50092044326,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,252269069.549609
2026,20.6672816932604,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,239757001.467176
2027,18.953342095392,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,227252467.05796
2028,17.3477837411036,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,214755154.044618
2029,15.8406616941864,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,202264656.974558
2030,14.4232098208735,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,189780594.823053
2031,13.1827975657936,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,178591313.463075
2032,12.0136159992586,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,167428960.735268
2033,10.9097592245719,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,156292119.675294
2034,9.86595026777531,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,145179431.380367
2035,8.87747002181773,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,134089745.944546
2036,8.02589190123418,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,124351563.939342
2037,7.22130613300901,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,114696727.441195
2038,6.46007042729828,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,105120850.021169
2039,5.73889450872424,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,95619738.6360107
2040,5.05480538804406,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,86189486.6715393
2041,4.4790955234379,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,78116769.6574139
2042,3.9343960195691,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,70148707.2705092
2043,3.41841124459515,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,62279692.6241545
2044,2.92906496691158,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,54504626.7172841
2045,2.46446350001933,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,46818645.3416172
2046,2.14008474303866,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,41489394.896342
2047,1.83261944043384,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,36242065.3159636
2048,1.54086742422719,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,31072207.9565111
2049,1.26373457588273,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,25975685.0868968
2050,1.00022740966206,"IPCC_normative","SDS","Latin America and Caribbean","Combined",0,20948762.8679621
2020,32.379924446843,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,3e+08
2021,30.8398663090626,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,297737321.307584
2022,29.3445234698581,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,294724655.921867
2023,27.8918607127564,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,290992993.630116
2024,26.4799798194892,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,286571637.602476
2025,25.1073953408599,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,281491562.864051
2026,23.47801374284,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,272363741.827938
2027,21.8970146385032,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,262547395.217117
2028,20.3624305433611,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,252074672.668485
2029,18.8721612903731,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,240972965.868387
2030,17.4242482379851,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,229268258.315408
2031,16.1504652803522,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,218795198.292516
2032,14.9114209921314,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,207814509.798939
2033,13.7056838476644,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,196346256.233256
2034,12.5318595137415,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,184408819.116609
2035,11.3887586177158,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,172021504.541288
2036,10.3898217276758,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,160977819.884264
2037,9.42178017145672,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,149647076.641264
2038,8.48322941658337,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,138042502.358411
2039,7.5727604882738,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,126175063.427472
2040,6.68906442679022,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,114055237.5412
2041,5.93633294413628,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,103531427.44562
2042,5.20884228924716,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,92871574.4803611
2043,4.50529903567924,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,82081592.6011366
2044,3.82453975158087,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,71167800.6053672
2045,3.16543439420009,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,60135339.9038161
2046,2.70190443296916,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,52381280.8610865
2047,2.2544328717095,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,44583889.9142143
2048,1.82217363942675,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,36744860.3084961
2049,1.40434392833018,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,28865868.1436484
2050,1.00022740966206,"IPCC_normative","SDS","Latin America and Caribbean","Combined",1,20948762.8679621
2020,32.379924446843,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,3e+08
2021,30.0906055435182,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,290503733.098788
2022,27.9761629817951,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,280981390.523957
2023,26.0171295442081,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,271434110.821769
2024,24.1968326779765,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,261862962.607598
2025,22.50092044326,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,252269069.549609
2026,20.6672816932604,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,239757001.467176
2027,18.953342095392,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,227252467.05796
2028,17.3477837411036,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,214755154.044618
2029,15.8406616941864,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,202264656.974558
2030,14.4232098208735,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,189780594.823053
2031,13.1827975657936,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,178591313.463075
2032,12.1291822756375,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,169039561.70265
2033,11.164592560064,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,159942836.55622
2034,10.2255330929256,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,150470764.569019
2035,9.31105237610503,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,140638790.614878
2036,8.51190286407308,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,131881720.595376
2037,7.73746961909779,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,122895003.707092
2038,6.98662901519911,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,113689221.986926
2039,6.25825387255145,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,104273148.548291
2040,5.55129702336458,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,94655165.5453895
2041,4.94911183724143,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,86313995.1750418
2042,4.36711931333014,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,77863990.508951
2043,3.80428471047581,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,69309882.7116877
2044,3.25967728319711,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,60656726.8211884
2045,2.73239299729248,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,51908635.9660639
2046,2.36156902830774,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,45783266.4379965
2047,2.00359177930001,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,39623231.386615
2048,1.65778439347381,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,33429885.4081567
2049,1.32352062459656,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,27204569.3823949
2050,1.00022740966206,"IPCC_normative","SDS","Latin America and Caribbean","Combined",2,20948762.8679621
2020,32.379924446843,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,3e+08
2021,30.0906055435182,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,290503733.098788
2022,27.9761629817951,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,280981390.523957
2023,26.0171295442081,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,271434110.821769
2024,24.1968326779765,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,261862962.607598
2025,22.50092044326,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,252269069.549609
2026,20.6672816932604,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,239757001.467176
2027,18.953342095392,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,227252467.05796
2028,17.3477837411036,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,214755154.044618
2029,15.8406616941864,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,202264656.974558
2030,14.4232098208735,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,189780594.823053
2031,13.1827975657936,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,178591313.463075
2032,12.0136159992586,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,167428960.735268
2033,10.9097592245719,"IPCC_normative","SDS","Latin America and Caribbean","Combined",3,156292119.675294
